/21243713_len_452_MetaAn_63.pdb:A	L=450	d0=7.60	seqID=0.102	TM-score=0.44889
/8988217_len_292_MetaAn_8.pdb:A	L=290	d0=6.26	seqID=0.232	TM-score=0.72761
/L2-47.pdb:A	L=303	d0=6.39	seqID=0.215	TM-score=0.70275
/MFO-1.pdb:A	L=294	d0=6.30	seqID=0.205	TM-score=0.69884
/PC2-1.pdb:A	L=283	d0=6.19	seqID=0.185	TM-score=0.71785
/SPA_MetaAn_1_l302_st502_e1407_se1_ID=35628_3.pdb:A	L=301	d0=6.37	seqID=0.231	TM-score=0.70107
/TER-2.pdb:A	L=284	d0=6.20	seqID=0.236	TM-score=0.72176
/CARB-23.pdb:A	L=285	d0=6.21	seqID=0.203	TM-score=0.72904
/FTU-2.pdb:A	L=287	d0=6.23	seqID=0.182	TM-score=0.72054
/MIN-1.pdb:A	L=299	d0=6.35	seqID=0.219	TM-score=0.69405
/PEC-1.pdb:A	L=286	d0=6.22	seqID=0.222	TM-score=0.72575
/SPA_MetaAn_20_l300_st1322_e2221_se1_ID=9070_2.pdb:A	L=299	d0=6.35	seqID=0.217	TM-score=0.71246
/VDA-A-1.pdb:A	L=283	d0=6.19	seqID=0.212	TM-score=0.74147
/GIL-1.pdb:A	L=286	d0=6.22	seqID=0.230	TM-score=0.73002
/KPC-151.pdb:A	L=291	d0=6.27	seqID=0.242	TM-score=0.71083
/MOM-1.pdb:A	L=287	d0=6.23	seqID=0.195	TM-score=0.73625
/PenB-1.pdb:A	L=312	d0=6.47	seqID=0.225	TM-score=0.67437
/SHV-100.pdb:A	L=299	d0=6.35	seqID=0.227	TM-score=0.68959
/SPA_MetaAn_23_l308_st39184_e40107_se-1_ID=195_42.pdb:A	L=307	d0=6.43	seqID=0.196	TM-score=0.69096
/VDA-H-1.pdb:A	L=283	d0=6.19	seqID=0.202	TM-score=0.74280
/ACI-1.pdb:A	L=284	d0=6.20	seqID=0.194	TM-score=0.71250
/GPA-1.pdb:A	L=293	d0=6.29	seqID=0.212	TM-score=0.70597
/KPC-153.pdb:A	L=295	d0=6.31	seqID=0.239	TM-score=0.70761
/L2-82.pdb:A	L=304	d0=6.40	seqID=0.209	TM-score=0.69626
/OHIO-1.pdb:A	L=286	d0=6.22	seqID=0.230	TM-score=0.71858
/SPA_MetaAn_31_l292_st13597_e14472_se-1_ID=1500_17.pdb:A	L=291	d0=6.27	seqID=0.228	TM-score=0.72137
/XCC-1.pdb:A	L=295	d0=6.31	seqID=0.217	TM-score=0.71716
/AER-1.pdb:A	L=304	d0=6.40	seqID=0.202	TM-score=0.68689
/CRP-2.pdb:A	L=293	d0=6.29	seqID=0.233	TM-score=0.70664
/GRI-1.pdb:A	L=294	d0=6.30	seqID=0.230	TM-score=0.69839
/L2-C-5.pdb:A	L=303	d0=6.39	seqID=0.218	TM-score=0.70101
/OIH-1.pdb:A	L=304	d0=6.40	seqID=0.204	TM-score=0.64779
/PLES-1.pdb:A	L=299	d0=6.35	seqID=0.194	TM-score=0.69911
/PenBcc-1.pdb:A	L=312	d0=6.47	seqID=0.223	TM-score=0.66641
/SPA_MetaAn_5_l282_st5192_e6037_se1_ID=4043_6.pdb:A	L=281	d0=6.17	seqID=0.238	TM-score=0.75084
/XCC-10.pdb:A	L=296	d0=6.32	seqID=0.217	TM-score=0.71584
/AFA-1.pdb:A	L=283	d0=6.19	seqID=0.196	TM-score=0.74390
/HBL-1.pdb:A	L=304	d0=6.40	seqID=0.217	TM-score=0.70268
/KPC-112.pdb:A	L=289	d0=6.25	seqID=0.235	TM-score=0.71078
/KPC-155.pdb:A	L=292	d0=6.28	seqID=0.242	TM-score=0.71055
/KPC-69.pdb:A	L=295	d0=6.31	seqID=0.237	TM-score=0.70776
/PenE-1.pdb:A	L=297	d0=6.33	seqID=0.231	TM-score=0.71090
/AXC-6.pdb:A	L=298	d0=6.34	seqID=0.218	TM-score=0.70868
/HER-1.pdb:A	L=290	d0=6.26	seqID=0.204	TM-score=0.69397
/L2-E-9.pdb:A	L=301	d0=6.37	seqID=0.211	TM-score=0.69822
/PenG-1.pdb:A	L=297	d0=6.33	seqID=0.240	TM-score=0.70830
/SPA_MetaAn_62_l283_st602_e1450_se1_ID=20927_3.pdb:A	L=282	d0=6.18	seqID=0.233	TM-score=0.74430
/KPC-114.pdb:A	L=295	d0=6.31	seqID=0.233	TM-score=0.70241
/LAP-1.pdb:A	L=285	d0=6.21	seqID=0.222	TM-score=0.71716
/PenJ-1.pdb:A	L=295	d0=6.31	seqID=0.245	TM-score=0.71400
/SHV-224.pdb:A	L=286	d0=6.22	seqID=0.239	TM-score=0.72823
/SHV-78.pdb:A	L=286	d0=6.22	seqID=0.235	TM-score=0.71968
/SPA_MetaAn_63_l307_st287_e1207_se1_ID=134578_2.pdb:A	L=306	d0=6.42	seqID=0.213	TM-score=0.70730	*
/BBI-1.pdb:A	L=304	d0=6.40	seqID=0.213	TM-score=0.66171
/KPC-74.pdb:A	L=291	d0=6.27	seqID=0.243	TM-score=0.71090
/SHV-79.pdb:A	L=286	d0=6.22	seqID=0.239	TM-score=0.72850
/SPA_MetaAn_64_l291_st1318_e2190_se1_ID=28445_4.pdb:A	L=290	d0=6.26	seqID=0.223	TM-score=0.72863
/BCL-1.pdb:A	L=301	d0=6.37	seqID=0.204	TM-score=0.69047
/CTX-M-110.pdb:A	L=292	d0=6.28	seqID=0.239	TM-score=0.72410
/KPC-159.pdb:A	L=291	d0=6.27	seqID=0.240	TM-score=0.71061
/PenL-3.pdb:A	L=294	d0=6.30	seqID=0.244	TM-score=0.71944
/SHV-228.pdb:A	L=286	d0=6.22	seqID=0.239	TM-score=0.72716
/SPA_MetaAn_70_l299_st321_e1217_se1_ID=3163_1.pdb:A	L=298	d0=6.34	seqID=0.217	TM-score=0.71653
/BES-1.pdb:A	L=292	d0=6.28	seqID=0.225	TM-score=0.69580
/OKP-A-15.pdb:A	L=281	d0=6.17	seqID=0.231	TM-score=0.71759
/PSV-1.pdb:A	L=295	d0=6.31	seqID=0.213	TM-score=0.71323
/PenN-1.pdb:A	L=304	d0=6.40	seqID=0.229	TM-score=0.69152
/SPA_MetaAn_76_l305_st322_e1236_se-1_ID=47622_2.pdb:A	L=304	d0=6.40	seqID=0.231	TM-score=0.69178
/BOR-1.pdb:A	L=305	d0=6.41	seqID=0.225	TM-score=0.69971
/HMS-2.pdb:A	L=287	d0=6.23	seqID=0.196	TM-score=0.72092
/SHV-81.pdb:A	L=286	d0=6.22	seqID=0.238	TM-score=0.72808
/SPA_MetaAn_77_l328_st754_e1737_se-1_ID=32869_2.pdb:A	L=327	d0=6.61	seqID=0.212	TM-score=0.64859
/BPS-6.pdb:A	L=295	d0=6.31	seqID=0.235	TM-score=0.71408
/IMI-23.pdb:A	L=292	d0=6.28	seqID=0.219	TM-score=0.70492
/OXY-10-1.pdb:A	L=290	d0=6.26	seqID=0.239	TM-score=0.72155
/SHV-25.pdb:A	L=286	d0=6.22	seqID=0.240	TM-score=0.72774
/SPA_MetaAn_82_l279_st3653_e4489_se1_ID=20205_5.pdb:A	L=278	d0=6.14	seqID=0.242	TM-score=0.74275
/CARB-4.pdb:A	L=288	d0=6.24	seqID=0.195	TM-score=0.73415
/KBL-1.pdb:A	L=286	d0=6.22	seqID=0.217	TM-score=0.72684
/KPC-81.pdb:A	L=292	d0=6.28	seqID=0.241	TM-score=0.71143
/OXY-11-1.pdb:A	L=291	d0=6.27	seqID=0.229	TM-score=0.70369
/R39-1.pdb:A	L=304	d0=6.40	seqID=0.206	TM-score=0.67645
/SHV-187.pdb:A	L=288	d0=6.24	seqID=0.236	TM-score=0.71419
/BcI-2.pdb:A	L=309	d0=6.45	seqID=0.204	TM-score=0.67709
/RAHN-1.pdb:A	L=295	d0=6.31	seqID=0.228	TM-score=0.70388
/SHV-128.pdb:A	L=286	d0=6.22	seqID=0.236	TM-score=0.72784
/SPA_MetaAn_83_l280_st202_e1041_se-1_ID=62073_2.pdb:A	L=279	d0=6.15	seqID=0.236	TM-score=0.74845
/3468961_len_294_MetaAn_61.pdb:A	L=292	d0=6.28	seqID=0.227	TM-score=0.72368
/CdiA-2.pdb:A	L=294	d0=6.30	seqID=0.229	TM-score=0.69526
/SHV-129.pdb:A	L=286	d0=6.22	seqID=0.238	TM-score=0.72625
/BcI-4.pdb:A	L=309	d0=6.45	seqID=0.201	TM-score=0.67225
/CumA-1.pdb:A	L=300	d0=6.36	seqID=0.218	TM-score=0.69347
/OXY-8-1.pdb:A	L=290	d0=6.26	seqID=0.237	TM-score=0.72438
/SPA_MetaAn_8_l300_st2018_e2917_se1_ID=15056_3.pdb:A	L=299	d0=6.35	seqID=0.211	TM-score=0.70490
/KLUC-3.pdb:A	L=291	d0=6.27	seqID=0.236	TM-score=0.70681
/BcIII.pdb:A	L=316	d0=6.51	seqID=0.194	TM-score=0.65791
/DBA-1.pdb:A	L=298	d0=6.34	seqID=0.227	TM-score=0.69612
/OXY-9-1.pdb:A	L=291	d0=6.27	seqID=0.236	TM-score=0.72583
/RCP-1.pdb:A	L=293	d0=6.29	seqID=0.199	TM-score=0.70701
/BlaA-1.pdb:A	L=294	d0=6.30	seqID=0.227	TM-score=0.69072
/CTX-M-211.pdb:A	L=294	d0=6.30	seqID=0.233	TM-score=0.70637
/ERP-1.pdb:A	L=293	d0=6.29	seqID=0.221	TM-score=0.71025
/REUT.pdb:A	L=312	d0=6.47	seqID=0.222	TM-score=0.67387
/SHV-137.pdb:A	L=286	d0=6.22	seqID=0.237	TM-score=0.71942
/FAR-1.pdb:A	L=310	d0=6.45	seqID=0.212	TM-score=0.67641
/KLUC-7.pdb:A	L=291	d0=6.27	seqID=0.234	TM-score=0.71699
/RIC-2.pdb:A	L=295	d0=6.31	seqID=0.232	TM-score=0.70796
/BlaP-1.pdb:A	L=307	d0=6.43	seqID=0.201	TM-score=0.67607
/BlaS.pdb:A	L=293	d0=6.29	seqID=0.210	TM-score=0.70264
/KPC-94.pdb:A	L=292	d0=6.28	seqID=0.241	TM-score=0.71203
/PenA-2A.pdb:A	L=308	d0=6.44	seqID=0.229	TM-score=0.66782
/11671458_len_355_MetaAn_23.pdb:A	L=353	d0=6.84	seqID=0.150	TM-score=0.59793
/12936306_len_305_MetaAn_23.pdb:A	L=303	d0=6.39	seqID=0.178	TM-score=0.67563
/15257530_len_296_MetaAn_3.pdb:A	L=294	d0=6.30	seqID=0.177	TM-score=0.69295
/18520708_len_337_MetaAn_74.pdb:A	L=335	d0=6.68	seqID=0.164	TM-score=0.61931
/27256405_len_310_MetaAn_74.pdb:A	L=308	d0=6.44	seqID=0.185	TM-score=0.67412
/31928617_len_295_MetaAn_3.pdb:A	L=293	d0=6.29	seqID=0.179	TM-score=0.69332
/5582974_len_303_MetaAn_21.pdb:A	L=301	d0=6.37	seqID=0.182	TM-score=0.66893
/7387031_len_323_MetaAn_74.pdb:A	L=321	d0=6.56	seqID=0.166	TM-score=0.63172
/RAA-1.pdb:A	L=290	d0=6.26	seqID=0.168	TM-score=0.70195
/SPA_MetaAn_77_l302_st4132_e5037_se1_ID=286_3.pdb:A	L=301	d0=6.37	seqID=0.187	TM-score=0.67450
/15259815_len_313_MetaAn_7.pdb:A	L=311	d0=6.46	seqID=0.168	TM-score=0.63030
/18639803_len_304_MetaAn_65.pdb:A	L=302	d0=6.38	seqID=0.173	TM-score=0.67061
/27337055_len_304_MetaAn_74.pdb:A	L=302	d0=6.38	seqID=0.178	TM-score=0.64445
/3203058_len_299_MetaAn_8.pdb:A	L=297	d0=6.33	seqID=0.180	TM-score=0.68714
/409792_len_304_MetaAn_62.pdb:A	L=302	d0=6.38	seqID=0.174	TM-score=0.67757
/5611959_len_297_MetaAn_66.pdb:A	L=295	d0=6.31	seqID=0.177	TM-score=0.68873
/RASA-1.pdb:A	L=295	d0=6.31	seqID=0.151	TM-score=0.66723
/SPA_MetaAn_8_l299_st384_e1280_se-1_ID=50615_2.pdb:A	L=298	d0=6.34	seqID=0.179	TM-score=0.67583
/9631591_len_303_MetaAn_10.pdb:A	L=301	d0=6.37	seqID=0.175	TM-score=0.64789
/RATA-1.pdb:A	L=304	d0=6.40	seqID=0.181	TM-score=0.68052
/TLA-1.pdb:A	L=301	d0=6.37	seqID=0.176	TM-score=0.67529
/TLA-3.pdb:A	L=309	d0=6.45	seqID=0.165	TM-score=0.65040
/19371791_len_295_MetaAn_23.pdb:A	L=293	d0=6.29	seqID=0.183	TM-score=0.68754
/32665362_len_337_MetaAn_74.pdb:A	L=335	d0=6.68	seqID=0.168	TM-score=0.62200
/5852343_len_296_MetaAn_66.pdb:A	L=294	d0=6.30	seqID=0.171	TM-score=0.69845
/SPA_MetaAn_1_l295_st1080_e1964_se-1_ID=57481_3.pdb:A	L=294	d0=6.30	seqID=0.160	TM-score=0.67549
/5862689_len_310_MetaAn_66.pdb:A	L=308	d0=6.44	seqID=0.168	TM-score=0.65482
/SPA_MetaAn_1_l298_st8406_e9299_se-1_ID=2894_10.pdb:A	L=297	d0=6.33	seqID=0.171	TM-score=0.68829
/SPA_MetaAn_21_l305_st122_e1036_se1_ID=27399_2.pdb:A	L=304	d0=6.40	seqID=0.177	TM-score=0.67738
/16610782_len_304_MetaAn_62.pdb:A	L=302	d0=6.38	seqID=0.174	TM-score=0.65995
/SPA_MetaAn_23_l302_st645_e1550_se1_ID=49464_2.pdb:A	L=301	d0=6.37	seqID=0.177	TM-score=0.65539
/3426613_len_303_MetaAn_34.pdb:A	L=301	d0=6.37	seqID=0.183	TM-score=0.66587
/SPA_MetaAn_23_l302_st823_e1728_se-1_ID=38212_3.pdb:A	L=301	d0=6.37	seqID=0.180	TM-score=0.66647
/24145618_len_337_MetaAn_74.pdb:A	L=335	d0=6.68	seqID=0.159	TM-score=0.61822
/SPA_MetaAn_23_l322_st4168_e5133_se-1_ID=11371_6.pdb:A	L=321	d0=6.56	seqID=0.170	TM-score=0.65049
/16674098_len_309_MetaAn_74.pdb:A	L=307	d0=6.43	seqID=0.180	TM-score=0.67598
/29612927_len_309_MetaAn_3.pdb:A	L=307	d0=6.43	seqID=0.172	TM-score=0.67035
/SPA_MetaAn_30_l304_st264_e1175_se1_ID=142871_2.pdb:A	L=303	d0=6.39	seqID=0.187	TM-score=0.67287
/CGA-1.pdb:A	L=292	d0=6.28	seqID=0.175	TM-score=0.69117
/SPA_MetaAn_34_l303_st116_e1024_se-1_ID=37528_1.pdb:A	L=302	d0=6.38	seqID=0.186	TM-score=0.67780
/20721894_len_304_MetaAn_62.pdb:A	L=302	d0=6.38	seqID=0.182	TM-score=0.67113
/29862503_len_298_MetaAn_62.pdb:A	L=296	d0=6.32	seqID=0.168	TM-score=0.66714
/CIA-1.pdb:A	L=292	d0=6.28	seqID=0.172	TM-score=0.68906
/SPA_MetaAn_3_l295_st2044_e2928_se-1_ID=12539_4.pdb:A	L=294	d0=6.30	seqID=0.183	TM-score=0.68466
/25051558_len_313_MetaAn_7.pdb:A	L=311	d0=6.46	seqID=0.169	TM-score=0.66065
/29874149_len_304_MetaAn_74.pdb:A	L=302	d0=6.38	seqID=0.183	TM-score=0.67216
/4754110_len_319_MetaAn_65.pdb:A	L=317	d0=6.52	seqID=0.224	TM-score=0.68045
/SPA_MetaAn_3_l295_st88_e972_se1_ID=28541_1.pdb:A	L=294	d0=6.30	seqID=0.169	TM-score=0.69525
/2519631_len_309_MetaAn_74.pdb:A	L=307	d0=6.43	seqID=0.184	TM-score=0.67590
/SPA_MetaAn_3_l302_st121_e1026_se1_ID=150541_1.pdb:A	L=301	d0=6.37	seqID=0.177	TM-score=0.65084
/CME-2.pdb:A	L=297	d0=6.33	seqID=0.174	TM-score=0.69057
/CST-2.pdb:A	L=314	d0=6.49	seqID=0.137	TM-score=0.63793
/CblA.pdb:A	L=296	d0=6.32	seqID=0.161	TM-score=0.67098
/CepA-2.pdb:A	L=300	d0=6.36	seqID=0.159	TM-score=0.66936
/SPA_MetaAn_70_l300_st103_e1002_se1_ID=31327_2.pdb:A	L=299	d0=6.35	seqID=0.169	TM-score=0.68519
/SPA_MetaAn_73_l299_st2196_e3092_se1_ID=14218_4.pdb:A	L=298	d0=6.34	seqID=0.184	TM-score=0.66959
/CfxA-4.pdb:A	L=321	d0=6.56	seqID=0.140	TM-score=0.62926
/SPA_MetaAn_73_l320_st614_e1573_se1_ID=75642_2.pdb:A	L=319	d0=6.54	seqID=0.166	TM-score=0.64713
/CfxA-E-1.pdb:A	L=320	d0=6.55	seqID=0.142	TM-score=0.63017
/SPA_MetaAn_74_l303_st120_e1028_se1_ID=10415_2.pdb:A	L=302	d0=6.38	seqID=0.185	TM-score=0.67227
/PER-3.pdb:A	L=308	d0=6.44	seqID=0.168	TM-score=0.64208
/SPA_MetaAn_74_l303_st316_e1224_se1_ID=154258_1.pdb:A	L=302	d0=6.38	seqID=0.182	TM-score=0.65632
/PER-6.pdb:A	L=308	d0=6.44	seqID=0.176	TM-score=0.65361
/39657678_len_328_MetaAn_74.pdb:A	L=326	d0=6.60	seqID=0.154	TM-score=0.62629
/PLES-4.pdb:A	L=299	d0=6.35	seqID=0.194	TM-score=0.68604
/PbbA-2.pdb:A	L=297	d0=6.33	seqID=0.151	TM-score=0.66347
/SPA_MetaAn_77_l293_st482_e1360_se-1_ID=44178_2.pdb:A	L=292	d0=6.28	seqID=0.168	TM-score=0.66512
/CDD-1.pdb:A	L=312	d0=6.47	seqID=0.114	TM-score=0.56115
/SPA_MetaAn_70_l267_st515_e1315_se-1_ID=569_1.pdb:A	L=266	d0=6.02	seqID=0.154	TM-score=0.65399
/10172010_len_291_MetaAn_26.pdb:A	L=289	d0=6.25	seqID=0.155	TM-score=0.61695
/23181725_len_292_MetaAn_17.pdb:A	L=290	d0=6.26	seqID=0.147	TM-score=0.61396
/639371_len_299_MetaAn_25.pdb:A	L=297	d0=6.33	seqID=0.143	TM-score=0.58830
/SPA_MetaAn_75_l267_st209_e1009_se1_ID=16525_2.pdb:A	L=266	d0=6.02	seqID=0.152	TM-score=0.66585
/24258644_len_286_MetaAn_74.pdb:A	L=284	d0=6.20	seqID=0.149	TM-score=0.62767
/7123749_len_296_MetaAn_74.pdb:A	L=294	d0=6.30	seqID=0.143	TM-score=0.61078
/10777742_len_280_MetaAn_30.pdb:A	L=278	d0=6.14	seqID=0.153	TM-score=0.62476
/2548281_len_286_MetaAn_74.pdb:A	L=284	d0=6.20	seqID=0.147	TM-score=0.63019
/2583675_len_296_MetaAn_74.pdb:A	L=294	d0=6.30	seqID=0.140	TM-score=0.61469
/11017060_len_273_MetaAn_74.pdb:A	L=271	d0=6.07	seqID=0.152	TM-score=0.64403
/2640755_len_308_MetaAn_24.pdb:A	L=306	d0=6.42	seqID=0.151	TM-score=0.60248
/OXA-1147.pdb:A	L=268	d0=6.04	seqID=0.149	TM-score=0.66014
/OXA-1168.pdb:A	L=270	d0=6.06	seqID=0.150	TM-score=0.65961
/9169180_len_273_MetaAn_74.pdb:A	L=271	d0=6.07	seqID=0.152	TM-score=0.64156
/14432592_len_273_MetaAn_74.pdb:A	L=271	d0=6.07	seqID=0.146	TM-score=0.62728
/OXA-1175.pdb:A	L=275	d0=6.11	seqID=0.148	TM-score=0.65301
/OXA-539.pdb:A	L=276	d0=6.12	seqID=0.146	TM-score=0.62634
/35500004_len_286_MetaAn_74.pdb:A	L=284	d0=6.20	seqID=0.147	TM-score=0.62710
/BAD-1.pdb:A	L=267	d0=6.03	seqID=0.150	TM-score=0.63544
/BAT-1.pdb:A	L=268	d0=6.04	seqID=0.151	TM-score=0.63163
/BED-1.pdb:A	L=271	d0=6.07	seqID=0.145	TM-score=0.62742
/OXA-567.pdb:A	L=264	d0=6.00	seqID=0.156	TM-score=0.65400
/BEN-1.pdb:A	L=267	d0=6.03	seqID=0.156	TM-score=0.64573
/BOC-1.pdb:A	L=278	d0=6.14	seqID=0.146	TM-score=0.62448
/OXA-1206.pdb:A	L=279	d0=6.15	seqID=0.145	TM-score=0.63975
/37229888_len_289_MetaAn_74.pdb:A	L=287	d0=6.23	seqID=0.144	TM-score=0.61650
/BPU-1.pdb:A	L=262	d0=5.98	seqID=0.153	TM-score=0.64758
/39384327_len_286_MetaAn_74.pdb:A	L=284	d0=6.20	seqID=0.146	TM-score=0.61979
/BSD-1.pdb:A	L=267	d0=6.03	seqID=0.157	TM-score=0.64364
/BSU-1.pdb:A	L=267	d0=6.03	seqID=0.155	TM-score=0.63226
/OXA-145.pdb:A	L=265	d0=6.01	seqID=0.151	TM-score=0.66709
/40437718_len_289_MetaAn_74.pdb:A	L=287	d0=6.23	seqID=0.148	TM-score=0.62815
/19824293_len_273_MetaAn_74.pdb:A	L=271	d0=6.07	seqID=0.153	TM-score=0.64119
/OXA-1011.pdb:A	L=266	d0=6.02	seqID=0.156	TM-score=0.66302
/RSD2-2.pdb:A	L=252	d0=5.87	seqID=0.158	TM-score=0.68244
/SPA_MetaAn_22_l286_st190_e1047_se-1_ID=33691_2.pdb:A	L=285	d0=6.21	seqID=0.151	TM-score=0.61944
/OXA-20.pdb:A	L=266	d0=6.02	seqID=0.151	TM-score=0.64844
/SPA_MetaAn_67_l263_st132_e920_se-1_ID=122004_1.pdb:A	L=262	d0=5.98	seqID=0.145	TM-score=0.64453
/SGM-5.pdb:A	L=326	d0=6.60	seqID=0.184	TM-score=0.62534
/CTX-M-4.pdb:A	L=291	d0=6.27	seqID=0.234	TM-score=0.72146
/GES-47.pdb:A	L=287	d0=6.23	seqID=0.211	TM-score=0.73064
/LEN-58.pdb:A	L=286	d0=6.22	seqID=0.236	TM-score=0.71998
/13764836_len_295_MetaAn_50.pdb:A	L=293	d0=6.29	seqID=0.241	TM-score=0.71172
/2454026_len_302_MetaAn_8.pdb:A	L=300	d0=6.36	seqID=0.227	TM-score=0.71249
/MAL-1.pdb:A	L=300	d0=6.36	seqID=0.205	TM-score=0.70445
/OXY-12-1.pdb:A	L=290	d0=6.26	seqID=0.237	TM-score=0.72088
/OXY-2-30.pdb:A	L=289	d0=6.25	seqID=0.238	TM-score=0.71436
/PenL-2.pdb:A	L=294	d0=6.30	seqID=0.244	TM-score=0.71412
/RSA1-1.pdb:A	L=285	d0=6.21	seqID=0.206	TM-score=0.72225
/8937109_len_304_MetaAn_9.pdb:A	L=302	d0=6.38	seqID=0.203	TM-score=0.69734
/SGM-1.pdb:A	L=321	d0=6.56	seqID=0.195	TM-score=0.64551
/BPS-1b.pdb:A	L=295	d0=6.31	seqID=0.236	TM-score=0.71418
/SGM-2.pdb:A	L=309	d0=6.45	seqID=0.202	TM-score=0.67854
/SPA_MetaAn_1_l295_st279_e1163_se-1_ID=13422_2.pdb:A	L=294	d0=6.30	seqID=0.237	TM-score=0.71179
/SGM-4.pdb:A	L=309	d0=6.45	seqID=0.203	TM-score=0.67397
/CTX-M-102.pdb:A	L=291	d0=6.27	seqID=0.242	TM-score=0.72289
/SPA_MetaAn_3_l288_st172_e1035_se1_ID=176893_2.pdb:A	L=287	d0=6.23	seqID=0.209	TM-score=0.72418
/SPA_MetaAn_5_l297_st1414_e2304_se1_ID=7995_3.pdb:A	L=296	d0=6.32	seqID=0.234	TM-score=0.71026
/SPA_MetaAn_62_l291_st178_e1050_se1_ID=48827_2.pdb:A	L=290	d0=6.26	seqID=0.240	TM-score=0.73633
/SPA_MetaAn_74_l294_st1336_e2217_se-1_ID=24560_3.pdb:A	L=293	d0=6.29	seqID=0.236	TM-score=0.73046
/SPA_MetaAn_74_l320_st2570_e3529_se1_ID=15044_3.pdb:A	L=319	d0=6.54	seqID=0.218	TM-score=0.66715
/SPA_MetaAn_84_l295_st16977_e17861_se-1_ID=318_18.pdb:A	L=294	d0=6.30	seqID=0.238	TM-score=0.72711
/CTX-M-229.pdb:A	L=290	d0=6.26	seqID=0.237	TM-score=0.72056
/SPA_MetaAn_84_l297_st33_e923_se-1_ID=122061_1.pdb:A	L=296	d0=6.32	seqID=0.231	TM-score=0.70979
/VBR-1.pdb:A	L=294	d0=6.30	seqID=0.211	TM-score=0.70936
/SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2.pdb:A	L=416	d0=7.34	seqID=0.074	TM-score=0.43811
/16305125_len_385_MetaAn_39.pdb:A	L=383	d0=7.09	seqID=0.078	TM-score=0.45238
/10355361_len_375_MetaAn_82.pdb:A	L=373	d0=7.00	seqID=0.090	TM-score=0.48795
/PBP-5_Carboxylesterasa_Escherichia_coli_PBP-like_superfamily.pdb:A	L=403	d0=7.24	seqID=0.073	TM-score=0.43497
/SPA_MetaAn_64_l392_st2214_e3389_se-1_ID=9446_5.pdb:A	L=391	d0=7.15	seqID=0.076	TM-score=0.46308
/SPA_MetaAn_67_l377_st5731_e6861_se1_ID=839_8.pdb:A	L=376	d0=7.03	seqID=0.087	TM-score=0.47714
/SPA_MetaAn_67_l403_st152_e1360_se-1_ID=9178_1.pdb:A	L=402	d0=7.24	seqID=0.074	TM-score=0.43675
/SPA_MetaAn_82_l378_st28_e1161_se-1_ID=130992_1.pdb:A	L=377	d0=7.04	seqID=0.088	TM-score=0.48406
/SPA_MetaAn_9_l384_st38809_e39960_se1_ID=13_38.pdb:A	L=383	d0=7.09	seqID=0.082	TM-score=0.46923
/2627828_len_385_MetaAn_30.pdb:A	L=383	d0=7.09	seqID=0.080	TM-score=0.44220
/4322023_len_379_MetaAn_41.pdb:A	L=377	d0=7.04	seqID=0.085	TM-score=0.46368
/1090872_len_332_MetaAn_9.pdb:A	L=330	d0=6.64	seqID=0.200	TM-score=0.64701
/8673833_len_278_MetaAn_9.pdb:A	L=276	d0=6.12	seqID=0.201	TM-score=0.68926
/GES-42.pdb:A	L=290	d0=6.26	seqID=0.206	TM-score=0.72013
/L2-E-13.pdb:A	L=304	d0=6.40	seqID=0.208	TM-score=0.69226
/SHV-183.pdb:A	L=287	d0=6.23	seqID=0.230	TM-score=0.72092
/1090871_len_328_MetaAn_9.pdb:A	L=326	d0=6.60	seqID=0.199	TM-score=0.64748
/8951843_len_320_MetaAn_9.pdb:A	L=318	d0=6.53	seqID=0.210	TM-score=0.66583
/GPC-1.pdb:A	L=297	d0=6.33	seqID=0.223	TM-score=0.71025
/LUT-5.pdb:A	L=296	d0=6.32	seqID=0.236	TM-score=0.71482
/10957333_len_328_MetaAn_9.pdb:A	L=326	d0=6.60	seqID=0.205	TM-score=0.64803
/8951844_len_328_MetaAn_9.pdb:A	L=326	d0=6.60	seqID=0.197	TM-score=0.64499
/HugA.pdb:A	L=298	d0=6.34	seqID=0.223	TM-score=0.71029
/SPA_MetaAn_17_l315_st2386_e3330_se1_ID=52059_4.pdb:A	L=314	d0=6.49	seqID=0.212	TM-score=0.63465
/127081_len_320_MetaAn_9.pdb:A	L=318	d0=6.53	seqID=0.211	TM-score=0.66806
/IMI-14.pdb:A	L=292	d0=6.28	seqID=0.221	TM-score=0.70984
/MAB-1.pdb:A	L=289	d0=6.25	seqID=0.213	TM-score=0.70583
/SPA_MetaAn_28_l308_st97_e1020_se-1_ID=29641_1.pdb:A	L=307	d0=6.43	seqID=0.190	TM-score=0.66709
/13437618_len_328_MetaAn_9.pdb:A	L=326	d0=6.60	seqID=0.206	TM-score=0.64975
/MIA-1.pdb:A	L=312	d0=6.47	seqID=0.204	TM-score=0.65465
/SPA_MetaAn_32_l313_st176_e1114_se1_ID=121067_1.pdb:A	L=312	d0=6.47	seqID=0.206	TM-score=0.66048
/14199458_len_320_MetaAn_9.pdb:A	L=318	d0=6.53	seqID=0.210	TM-score=0.66653
/ARL-1.pdb:A	L=282	d0=6.18	seqID=0.195	TM-score=0.70908
/MM3-1.pdb:A	L=304	d0=6.40	seqID=0.231	TM-score=0.70413
